,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1981-04-09,,,264.37,,,49394.0,,,,12255.5625,,382.53,,,,,,27.808000000000003,,,2642.28,,,,,563.18,2151.72,33.865,,,,,,,3836.875,,,,,,138.58,58.96,,79.28,1222.8125,,,21345.3125,
1981-04-10,,,259.86,,,49369.0,,,,12098.4375,,388.87,,,,,,27.936,,,2613.3,,,,,544.47,2151.38,33.792,,,,,,,3753.75,,,,,,139.62,57.43,,78.37100000000001,1188.125,,,21129.625,
1981-04-13,,,254.61,,,48443.0,,,,12032.25,,386.25,,,,,,27.553,,,2565.88,,,,,526.32,2105.87,33.658,,,,,,,3771.25,,,,,,135.76,55.82,,78.65,1160.9375,,,20770.0625,
1981-04-14,,,252.4,,,49195.0,,,,12007.4375,,383.67,,,,,,27.7,,,2592.23,,,,,510.79,2145.49,33.926,,,,,,,3771.25,,,,,,131.83,55.87,,79.559,1159.4375,,,20734.0625,
1981-04-15,,,253.98,,,50264.0,,,,12048.8125,,381.57,,,,,,27.523000000000003,,,2541.12,,,,,517.34,2166.43,33.914,,,,,,,3841.25,,,,,,124.55,56.25,,78.09100000000001,1165.5,,,20853.9375,
1981-04-16,,,254.71,,,50506.0,,,,12123.25,,380.17,,,,,,28.054000000000002,,,2610.67,,,,,521.08,2186.5,34.242,,,,,,,3906.875,,,,,,123.51,57.15,,80.04899999999999,1176.8125,,,21033.6875,
1981-04-20,,,255.76,,,49608.0,,,,12205.9375,,374.52,,,,,,28.054000000000002,,,2611.72,,,,,512.66,2186.5,34.157,,,,,,,4011.875,,,,,,123.14,57.91,,80.888,1191.125,,,21249.4375,
1981-04-21,,,256.08,,,49414.0,,,,12172.875,,372.95,,,,,,28.585,,,2621.21,,,,,517.9,2204.17,34.753,,,,,,,3950.625,,,,,,127.97,57.53,,80.678,1186.5625,,,21345.3125,
1981-04-22,,,255.03,,,49754.0,,,,12139.75,,370.54,,,,,,28.123,,,2613.3,,,,,524.07,2202.77,34.486,,,,,,,3937.5,,,,,,130.34,57.2,,79.419,1177.5625,,,21333.3125,
1981-04-23,,,256.39,,,49292.0,,,,12114.9375,,370.97,,,,,,27.769000000000002,,,2623.84,,,,,520.14,2207.49,34.546,,,,,,,3933.125,,,,,,134.5,57.48,,79.699,1185.8125,,,21177.5625,
1981-04-24,,,256.08,,,48078.0,,,,12007.4375,,371.61,,,,,,27.73,,,2588.54,,,,,526.13,2223.75,34.972,,,,,,,3933.125,,,,,,128.04,57.96,,78.65,1193.0,,,21081.6875,
1981-04-27,,,255.03,,,48127.0,,,,11957.8125,,372.26,,,,,,28.083000000000002,,,2586.96,,,,,532.49,2250.68,35.118,,,,,,,3832.5,,,,,,122.4,57.78,,78.79,1189.25,,,21033.6875,
1981-04-28,,,251.58,,,46524.0,,,,11747.75,,371.61,,,,,,27.660999999999998,,,2580.64,,,,,534.55,2240.54,35.021,,,,,,,3739.25,,,,,,115.8,56.67,,78.109,1168.0625,,,20585.9375,
1981-04-29,,,248.33,,,46281.0,,,,11804.3125,,366.67,,,,,,27.070999999999998,,,2552.71,,,,,518.69,2217.11,34.851,,,,,,,3752.5625,,,,,,112.23,56.33,,76.985,1160.75,,,20621.3125,
1981-04-30,,,250.16,,,47204.0,,,,11877.0625,,364.51,,,,,,26.480999999999998,,,2576.42,,,,,525.62,2218.16,34.157,,,,,,,3779.1875,,,,,,119.5,57.36,,77.53,1171.3125,,,20880.5625,
1981-05-01,,,248.33,,,46646.0,,,,11917.4375,,366.45,,,,,,26.235,,,2613.3,,,,,533.27,2231.1,34.108000000000004,,,,,,,3774.75,,,,,,114.87,57.46,,77.734,1170.9375,,,20963.0,
1981-05-04,,,243.25,,,45941.0,,,,11755.875,,358.84,,,,,,25.734,,,2563.25,,,,,531.27,2223.75,33.5,,,,,,,3681.5,,,,,,108.74,55.96,,76.712,1144.25,,,20538.8125,
1981-05-05,,,242.24,,,45383.0,,,,11691.1875,,357.33,,,,,,25.793000000000003,,,2563.25,,,,,530.72,2212.56,33.938,,,,,,,3628.1875,,,,,,105.47,55.78,,76.733,1141.0,,,20362.0625,
1981-05-06,,,243.56,,,45917.0,,,,11739.6875,,358.62,,,,,,25.793000000000003,,,2552.71,,,,,537.47,2230.4,33.561,,,,,,,3717.0,,,,,,108.25,56.13,,76.57600000000001,1151.25,,,20515.25,
1981-05-07,,,243.96,,,45771.0,,,,11804.3125,,364.34,,,,,,25.98,,,2565.88,,,,,538.93,2222.0,33.792,,,,,,,3788.0625,,,,,,106.39,56.28,,76.917,1150.875,,,20444.5625,
1981-05-08,,,243.35,,,46427.0,,,,11755.875,,363.7,,,,,,26.383000000000003,,,2615.94,,,,,534.37,2236.69,34.218,,,,,,,3739.25,,,,,,111.31,56.28,,80.255,1151.25,,,20173.5,
1981-05-11,,,240.31,,,45043.0,,,,11594.25,,355.48,,,,,,26.344,,,2571.15,,,,,527.44,2236.69,33.707,,,,,,,3748.125,,,,,,103.83,55.02,,78.143,1126.375,,,19973.1875,
1981-05-12,,,238.99,,,44703.0,,,,11319.5625,,355.91,,,,,,25.754,,,2589.59,,,,,533.82,2234.24,32.977,,,,,,,3699.25,,,,,,101.62,54.33,,76.84899999999999,1111.375,,,19525.4375,
1981-05-13,,,239.19,,,43999.0,,,,11351.875,,357.54,,,,,,25.655,,,2539.54,,,,,527.62,2198.22,32.916,,,,,,,3796.9375,,,,,,105.11,54.11,,76.508,1112.125,,,19549.0,
1981-05-14,,,241.02,,,43465.0,,,,11465.0,,361.63,,,,,,26.147,,,2563.25,,,,,528.53,2159.92,33.196,,,,,,,3832.5,,,,,,102.98,54.43,,75.895,1120.5,,,19572.5625,
1981-05-15,,,239.19,,,43076.0,,,,11416.5,,357.76,,,,,,25.557,,,2526.37,,,,,524.52,2054.47,32.466,,,,,,,3854.6875,,,,,,106.39,54.08,,76.304,1110.6875,,,19678.625,
1981-05-18,,,240.11,,,43489.0,,,,11505.375,,360.26,,,,,,25.557,,,2555.35,,,,,518.32,2042.75,32.441,,,,,,,3792.5,,,,,,108.1,54.5,,76.712,1122.375,,,19749.3125,
1981-05-19,,,242.03,,,42906.0,,,,11432.6875,,358.84,,,,,,25.665,,,2521.1,,,,,500.09,1972.8,32.928000000000004,,,,,,,3828.0625,,,,,,103.4,54.13,,76.167,1119.0625,,,19513.625,
1981-05-20,,,243.35,,,42931.0,,,,11497.3125,,361.63,,,,,,25.605999999999998,,,2542.17,,,,,490.79,1963.36,32.977,,,,,,,3876.875,,,,,,108.1,55.14,,76.031,1132.5625,,,19431.125,
1981-05-21,,,239.39,,,42008.0,,,,11198.375,,359.05,,,,,,25.391,,,2465.78,,,,,495.9,2041.18,32.563,,,,,,,3845.8125,,,,,,113.73,53.69,,74.123,1105.5625,,,19077.625,
1981-05-22,,,238.38,,,42008.0,,,,11149.875,,360.77,,,,,,25.89,,,2481.58,,,,,502.64,2009.7,32.916,,,,,,,3850.25,,,,,,111.45,53.51,,73.102,1103.0,,,18971.5625,
1981-05-26,,,237.77,,,39871.0,,,,11182.1875,,364.51,,,,,,26.476999999999997,,,2452.61,,,,,495.17,2007.95,33.22,,,,,,,3832.5,,,,,,117.29,53.49,,71.126,1104.0625,,,19136.5625,
1981-05-27,,,239.29,,,40235.0,,,,11230.6875,,362.75,,,,,,26.535,,,2461.88,,,,,511.76,2081.05,33.171,,,,,,,3836.9375,,,,,,119.93,53.71,,72.373,1114.6875,,,19419.375,
1981-05-28,,,238.89,,,40090.0,,,,11254.9375,,366.15,,,,,,26.584,,,2505.65,,,,,524.16,2046.6,33.074,,,,,,,3814.75,,,,,,118.57,54.13,,74.26,1117.9375,,,19360.4375,
1981-05-29,,,237.06,,,40818.0,,,,11368.0,,369.29,,,,,,26.428,,,2527.29,,,,,533.82,1989.76,33.184,,,,,,,3810.25,,,,,,128.12,54.13,,74.123,1117.9375,,,19431.125,
1981-06-01,,,234.12,,,39045.0,,,,11287.25,,364.51,,,,,,26.369,,,2500.5,,,,,523.43,1933.63,33.147,,,,,,,3757.0,,,,,,134.03,53.47,,72.693,1100.8125,,,19042.3125,
1981-06-02,,,232.39,,,38074.0,,,,11198.375,,360.56,,,,,,26.456999999999997,,,2490.2,,,,,514.5,1955.49,33.232,,,,,,,3752.5625,,,,,,134.24,53.07,,72.693,1093.5,,,18936.25,
1981-06-03,,,228.02,,,37127.0,,,,11069.0625,,358.28,,,,,,25.899,,,2474.75,,,,,517.41,1914.57,32.94,,,,,,,3699.25,,,,,,123.34,52.03,,70.785,1070.4375,,,18865.5625,
1981-06-04,,,227.01,,,35913.0,,,,10996.375,,363.65,,,,,,25.988000000000003,,,2415.52,,,,,519.24,1798.1,33.208,,,,,,,3765.875,,,,,,120.28,51.84,,69.627,1067.5625,,,19042.3125,
1981-06-05,,,226.09,,,34068.0,,,,10980.1875,,362.58,,,,,,26.565,,,2376.89,,,,,501.19,1832.72,33.743,,,,,,,3730.375,,,,,,121.78,51.71,,68.128,1064.625,,,19242.625,
1981-06-08,,,225.18,,,34286.0,,,,11028.6875,,355.05,,,,,,27.054000000000002,,,2420.67,,,,,499.55,1738.46,34.406,,,,,,,3734.8125,,,,,,122.56,51.39,,69.811,1060.9375,,,19065.875,
1981-06-09,,,226.91,,,35233.0,,,,11141.8125,,354.06,,,,,,26.75,,,2393.89,,,,,488.42,1641.93,34.205999999999996,,,,,,,3757.0,,,,,,119.43,51.66,,68.673,1066.4375,,,19183.6875,
1981-06-10,,,229.65,,,35112.0,,,,11319.5625,,351.99,,,,,,26.878,,,2430.97,,,,,478.21,1795.13,34.431,,,,,,,3810.25,,,,,,119.93,52.28,,70.04899999999999,1078.5,,,19501.875,
1981-06-11,,,227.31,,,33315.0,,,,11157.9375,,349.15,,,,,,26.75,,,2430.97,,,,,496.45,1748.78,34.343,,,,,,,3748.125,,,,,,112.95,51.57,,71.058,1059.125,,,19148.3125,
1981-06-12,,,231.68,,,33582.0,,,,11230.6875,,355.26,,,,,,26.886999999999997,,,2443.85,,,,,494.26,1812.26,34.193000000000005,,,,,,,3836.9375,,,,,,111.52,52.23,,72.01100000000001,1083.25,,,19195.5,
1981-06-15,,,233.51,,,33582.0,,,,11335.6875,,357.76,,,,,,27.044,,,2425.82,,,,,483.14,1767.14,34.243,,,,,,,3863.5625,,,,,,111.24,52.4,,70.002,1082.875,,,19242.625,
1981-06-16,,,232.39,,,32983.0,,,,11246.8125,,362.79,,,,,,27.014,,,2418.1,,,,,487.88,1630.74,33.955999999999996,,,,,,,3819.1875,,,,,,114.8,51.91,,69.354,1075.1875,,,19065.875,
1981-06-17,,,229.24,,,32983.0,,,,11141.8125,,361.63,,,,,,26.496,,,2410.37,,,,,480.58,1626.37,34.118,,,,,,,3828.0625,,,,,,116.01,51.24,,69.354,1059.875,,,18983.375,
1981-06-18,,,229.24,,,31719.0,,,,11077.125,,364.73,,,,,,26.926,,,2397.5,,,,,485.69,1664.14,34.631,,,,,,,3845.8125,,,,,,117.01,50.75,,68.40100000000001,1053.25,,,18818.375,
1981-06-19,,,230.16,,,32007.0,,,,11109.5,,362.92,,,,,,26.653000000000002,,,2392.35,,,,,485.87,1685.65,34.393,,,,,,,3854.6875,,,,,,117.86,50.48,,68.264,1052.9375,,,18677.0,
1981-06-22,,,228.13,,,32185.0,,,,11044.8125,,362.92,,,,,,26.613000000000003,,,2414.49,,,,,484.78,1616.34,34.418,,,,,,,3774.75,,,,,,114.16,49.99,,69.354,1043.0625,,,18500.25,
1981-06-23,,,227.62,,,32029.0,,,,11020.625,,360.82,,,,,,26.574,,,2418.1,,,,,490.79,1551.88,34.343,,,,,,,3721.4375,,,,,,115.01,49.69,,69.423,1041.1875,,,18288.125,
1981-06-24,,,226.6,,,33981.0,,,,10939.8125,,361.46,,,,,,26.261,,,2369.17,,,,,487.15,1564.36,34.056,,,,,,,3708.125,,,,,,111.52,49.07,,67.992,1033.5625,,,18087.8125,
1981-06-25,,,221.42,,,34358.0,,,,10745.875,,362.24,,,,,,26.232,,,2289.34,,,,,477.67,1517.05,34.031,,,,,,,3614.875,,,,,,112.88,47.94,,64.585,1010.125,,,17687.1875,
1981-06-26,,,217.87,,,35268.0,,,,10592.375,,359.63,,,,,,25.831,,,2281.61,,,,,459.44,1480.49,33.681,,,,,,,3534.9375,,,,,,113.23,47.72,,63.086999999999996,998.4375,,,17592.9375,
1981-06-29,,,215.78,,,35024.0,,,,10466.75,,354.45,,,,,,25.909000000000002,,,2212.08,,,,,459.44,1525.2,33.568000000000005,,,,,,,3430.6875,,,,,,113.23,47.64,,59.784,992.6875,,,17235.25,
1981-06-30,,,217.47,,,34469.0,,,,10506.0,,357.84,,,,,,25.655,,,2199.21,,,,,453.94,1594.51,33.168,,,,,,,3389.9375,,,,,,111.5,48.18,,58.132,1002.75,,,17425.25,
1981-07-01,,,220.45,,,36421.0,,,,10765.125,,361.14,,,,,,25.704,,,2150.28,,,,,455.36,1663.82,33.293,,,,,,,3489.625,,,,,,109.85,49.77,,56.547,1023.25,,,17827.625,
1981-07-02,,,219.26,,,37552.0,,,,10851.5,,358.57,,,,,,25.322,,,2121.95,,,,,456.42,1634.01,32.843,,,,,,,3498.6875,,,,,,113.81,49.43,,56.943000000000005,1022.875,,,17816.4375,
1981-07-06,,,226.71,,,39504.0,,,,11165.5625,,366.49,,,,,,25.635,,,2052.42,,,,,438.69,1649.78,33.168,,,,,,,3607.4375,,,,,,116.4,51.7,,56.018,1058.8125,,,18330.625,
1981-07-07,,,225.92,,,41456.0,,,,11094.9375,,361.69,,,,,,25.225,,,2091.05,,,,,442.59,1581.51,33.018,,,,,,,3557.625,,,,,,116.97,51.05,,57.472,1051.625,,,18297.0625,
1981-07-08,,,234.76,,,40990.0,,,,11142.0,,356.06,,,,,,24.656999999999996,,,2044.7,,,,,452.52,1601.26,32.468,,,,,,,3589.3125,,,,,,114.02,51.56,,58.595,1070.625,,,18844.75,
1981-07-09,,,235.85,,,39393.0,,,,11079.1875,,356.97,,,,,,25.244,,,2096.2,,,,,450.04,1615.99,33.068000000000005,,,,,,,3571.1875,,,,,,117.41,50.64,,60.114,1063.8125,,,18352.9375,
1981-07-10,,,244.4,,,41345.0,,,,11212.6875,,358.76,,,,,,25.566999999999997,,,2152.85,,,,,460.15,1685.3,33.231,,,,,,,3602.9375,,,,,,122.88,51.29,,61.633,1088.25,,,18330.625,
1981-07-13,,,247.58,,,43297.0,,,,11503.1875,,357.11,,,,,,25.293000000000003,,,2101.35,,,,,470.78,1754.62,33.156,,,,,,,3643.6875,,,,,,128.28,51.73,,59.123000000000005,1096.5,,,18051.1875,
1981-07-14,,,239.33,,,43253.0,,,,11212.6875,,352.35,,,,,,24.97,,,2071.48,,,,,462.27,1701.42,32.806,,,,,,,3534.9375,,,,,,123.02,50.52,,58.858999999999995,1066.0,,,17861.1875,
1981-07-15,,,236.55,,,43186.0,,,,11047.8125,,353.67,,,,,,25.136999999999997,,,2119.38,,,,,457.84,1735.38,33.018,,,,,,,3480.5625,,,,,,122.23,49.99,,58.925,1057.375,,,17905.875,
1981-07-16,,,239.53,,,41878.0,,,,11024.25,,351.16,,,,,,25.371,,,2139.98,,,,,458.19,1768.31,33.143,,,,,,,3476.0,,,,,,120.72,50.06,,59.784,1071.0,,,17961.75,
1981-07-17,,,239.73,,,41611.0,,,,10953.5625,,350.33,,,,,,25.234,,,2139.98,,,,,443.83,1778.36,33.031,,,,,,,3471.5,,,,,,116.69,49.82,,60.641999999999996,1063.8125,,,18051.1875,
1981-07-20,,,236.85,,,41567.0,,,,10639.5,,350.47,,,,,,24.98,,,2109.08,,,,,449.33,1847.67,32.881,,,,,,,3389.9375,,,,,,115.89,48.49,,58.396,1033.625,,,17794.125,
1981-07-21,,,236.25,,,43009.0,,,,10639.5,,353.17,,,,,,24.608,,,2091.05,,,,,448.8,1916.98,32.381,,,,,,,3453.375,,,,,,118.27,48.63,,58.463,1035.4375,,,18017.625,
1981-07-22,,,235.46,,,42366.0,,,,10749.4375,,354.22,,,,,,24.285999999999998,,,2097.23,,,,,448.09,2020.95,31.756,,,,,,,3516.8125,,,,,,118.34,49.0,,57.934,1047.6875,,,18185.3125,
1981-07-23,,,234.66,,,44318.0,,,,10749.4375,,350.79,,,,,,24.500999999999998,,,2093.62,,,,,458.37,2245.34,32.031,,,,,,,3534.9375,,,,,,119.57,49.02,,57.538000000000004,1044.4375,,,18352.9375,
1981-07-24,,,237.14,,,44894.0,,,,10733.6875,,353.22,,,,,,24.608,,,2091.05,,,,,471.49,2173.43,32.231,,,,,,,3557.625,,,,,,123.09,49.58,,57.273,1056.3125,,,18420.0,
1981-07-27,,,233.77,,,44340.0,,,,10592.375,,350.1,,,,,,24.706,,,2066.84,,,,,461.03,2185.21,32.431,,,,,,,3553.0625,,,,,,120.5,49.12,,56.349,1043.0,,,18352.9375,
1981-07-28,,,233.57,,,44517.0,,,,10639.5,,346.12,,,,,,25.185,,,2049.85,,,,,478.76,2247.59,32.781,,,,,,,3544.0,,,,,,122.09,50.06,,58.0,1059.125,,,18487.0625,
1981-07-29,,,226.89,,,43452.0,,,,10576.6875,,343.14,,,,,,25.772,,,2033.63,,,,,473.27,2198.56,33.231,,,,,,,3485.125,,,,,,122.88,49.53,,57.538000000000004,1044.625,,,18352.9375,
1981-07-30,,,221.46,,,45094.0,,,,10529.5625,,342.69,,,,,,25.772,,,2035.59,,,,,465.64,2093.72,33.068000000000005,,,,,,,3476.0,,,,,,119.78,49.53,,56.81100000000001,1035.0625,,,18174.125,
1981-07-31,,,223.01,,,45404.0,,,,10631.625,,342.14,,,,,,26.154,,,2029.7,,,,,469.54,2133.58,33.493,,,,,,,3516.8125,,,,,,120.5,50.23,,57.075,1048.875,,,18218.8125,
1981-08-03,,,216.33,,,45138.0,,,,10506.0,,335.22,,,,,,26.203000000000003,,,1949.59,,,,,460.32,2005.35,33.643,,,,,,,3448.8125,,,,,,116.69,49.44,,55.292,1022.625,,,18095.875,
1981-08-04,,,217.49,,,46181.0,,,,10443.1875,,335.82,,,,,,26.183000000000003,,,1959.91,,,,,466.17,2000.5,33.531,,,,,,,3426.1875,,,,,,115.75,49.08,,55.391000000000005,1019.4375,,,18185.3125,
1981-08-05,,,217.01,,,45781.0,,,,10294.0,,336.05,,,,,,26.496,,,1963.35,,,,,474.69,1954.75,33.618,,,,,,,3394.4375,,,,,,115.32,48.82,,55.556000000000004,1014.8125,,,17995.3125,
1981-08-06,,,218.95,,,44606.0,,,,10325.4375,,334.54,,,,,,26.232,,,2005.62,,,,,466.88,2053.35,33.418,,,,,,,3471.5,,,,,,116.97,48.96,,58.0,1023.0,,,18084.6875,
1981-08-07,,,218.17,,,46159.0,,,,10254.75,,328.04,,,,,,26.115,,,1988.41,,,,,468.83,1985.08,33.455999999999996,,,,,,,3485.125,,,,,,115.82,48.94,,57.00899999999999,1020.125,,,18196.5,
1981-08-10,,,215.07,,,46647.0,,,,10042.75,,323.82,,,,,,26.252,,,1991.85,,,,,470.43,2032.9,33.744,,,,,,,3548.5625,,,,,,117.98,47.81,,57.736000000000004,1001.0,,,17738.1875,
1981-08-11,,,213.72,,,45981.0,,,,10027.0625,,325.75,,,,,,26.467,,,2056.24,,,,,468.12,2012.63,33.914,,,,,,,3489.625,,,,,,114.46,48.12,,60.246,1003.4375,,,17838.8125,
1981-08-12,,,213.43,,,44140.0,,,,10058.4375,,323.09,,,,,,26.408,,,2026.75,,,,,464.22,2036.19,34.058,,,,,,,3485.125,,,,,,112.08,48.44,,59.586000000000006,1005.25,,,18017.625,
1981-08-13,,,207.52,,,43963.0,,,,9744.375,,320.48,,,,,,26.78,,,2055.74,,,,,457.13,2193.7,33.979,,,,,,,3457.875,,,,,,111.79,46.69,,60.708999999999996,972.625,,,17861.1875,
1981-08-14,,,208.88,,,44340.0,,,,9689.375,,317.6,,,,,,26.995,,,2062.13,,,,,449.68,2119.02,34.176,,,,,,,3566.6875,,,,,,111.58,47.05,,60.114,979.6875,,,18230.0,
1981-08-17,,,208.58,,,44340.0,,,,9830.75,,313.16,,,,,,26.995,,,2073.93,,,,,449.33,2125.09,34.135999999999996,,,,,,,3630.125,,,,,,110.28,47.0,,60.907,979.0,,,18140.5625,
1981-08-18,,,206.45,,,43843.0,,,,9712.9375,,308.35,,,,,,27.025,,,2182.54,,,,,438.69,2029.96,34.15,,,,,,,3584.8125,,,,,,111.86,47.0,,62.756,973.6875,,,18062.375,
1981-08-19,,,211.49,,,43636.0,,,,9791.5,,310.46,,,,,,27.303,,,2181.56,,,,,440.29,2051.57,34.346,,,,,,,3625.5625,,,,,,107.18,47.29,,64.60600000000001,985.375,,,18073.5,
1981-08-20,,,207.62,,,43636.0,,,,9760.0625,,311.55,,,,,,26.925,,,2144.7,,,,,437.63,2010.29,33.927,,,,,,,3534.9375,,,,,,104.09,47.17,,63.417,977.5625,,,17760.5625,
1981-08-21,,,205.39,,,44940.0,,,,9540.1875,,306.56,,,,,,26.886,,,2165.34,,,,,434.79,1974.32,34.084,,,,,,,3503.25,,,,,,102.07,46.43,,63.628,964.8125,,,17760.5625,
1981-08-24,,,201.23,,,44029.0,,,,9343.9375,,302.17,,,,,,26.607,,,2071.47,,,,,425.92,1903.45,33.796,,,,,,,3435.25,,,,,,96.53,45.33,,60.325,943.875,,,17302.3125,
1981-08-25,,,201.61,,,43367.0,,,,9139.75,,302.17,,,,,,26.785999999999998,,,2044.44,,,,,429.11,1904.69,34.019,,,,,,,3385.375,,,,,,97.11,45.02,,57.934,938.5625,,,17358.1875,
1981-08-26,,,202.87,,,43802.0,,,,9226.125,,303.5,,,,,,27.124000000000002,,,2058.69,,,,,420.96,1886.97,34.804,,,,,,,3476.0,,,,,,92.57,44.9,,58.581,943.875,,,17525.875,
1981-08-27,,,200.35,,,43409.0,,,,9069.0625,,307.07,,,,,,27.660999999999998,,,2083.27,,,,,420.43,1839.13,35.314,,,,,,,3544.0,,,,,,94.08,44.42,,60.576,941.375,,,17313.5,
1981-08-28,,,200.06,,,44216.0,,,,9163.3125,,306.29,,,,,,27.660999999999998,,,2126.02,,,,,433.02,1808.66,35.314,,,,,,,3539.5,,,,,,93.65,44.76,,61.038999999999994,949.1875,,,17358.1875,
1981-08-31,,,198.64,,,45064.0,,,,9315.375,,309.04,,,,,,27.471999999999998,,,2118.65,,,,,433.02,1737.79,35.04,,,,,,,3534.875,,,,,,89.4,44.76,,61.354,949.875,,,17234.1875,
1981-09-01,,,199.78,,,45871.0,,,,9315.375,,309.17,,,,,,27.421999999999997,,,2123.56,,,,,442.03,1726.8,35.236,,,,,,,3507.3125,,,,,,83.86,44.76,,61.607,950.9375,,,17502.8125,
1981-09-02,,,202.24,,,47009.0,,,,9307.8125,,308.21,,,,,,27.323,,,2158.46,,,,,437.95,1797.67,34.791,,,,,,,3521.125,,,,,,86.96,44.99,,63.69,954.5,,,17420.1875,
1981-09-03,,,206.98,,,46285.0,,,,9406.625,,304.27,,,,,,27.491999999999997,,,2205.64,,,,,431.14,1868.54,35.236,,,,,,,3576.1875,,,,,,82.64,45.35,,66.783,969.375,,,17678.5,
1981-09-04,,,204.42,,,46243.0,,,,9239.375,,298.96,,,,,,27.403000000000002,,,2172.22,,,,,432.67,1900.97,35.157,,,,,,,3525.6875,,,,,,80.33,44.97,,65.773,958.0625,,,17544.1875,
1981-09-08,,,200.16,,,45478.0,,,,9034.0625,,294.84,,,,,,27.343000000000004,,,2140.27,,,,,433.53,1875.99,35.498000000000005,,,,,,,3452.25,,,,,,79.18,44.47,,66.215,942.8125,,,17358.1875,
1981-09-09,,,198.93,,,45395.0,,,,9011.25,,297.36,,,,,,27.641,,,2211.04,,,,,441.69,1946.86,35.616,,,,,,,3479.8125,,,,,,79.9,44.49,,69.37100000000001,944.25,,,17482.1875,
1981-09-10,,,196.18,,,45560.0,,,,9041.625,,297.82,,,,,,27.969,,,2215.47,,,,,441.18,1995.58,35.786,,,,,,,3447.6875,,,,,,83.14,44.73,,72.40100000000001,940.0,,,17595.8125,
1981-09-11,,,195.42,,,44816.0,,,,8920.0,,298.28,,,,,,28.326999999999998,,,2242.99,,,,,443.22,2050.86,35.838,,,,,,,3424.6875,,,,,,84.58,44.31,,72.843,935.75,,,17554.5,
1981-09-14,,,197.6,,,45871.0,,,,9026.4375,,292.55,,,,,,28.238000000000003,,,2274.44,,,,,441.35,2067.34,35.773,,,,,,,3493.5625,,,,,,85.59,44.97,,74.105,949.1875,,,17843.8125,
1981-09-15,,,198.93,,,45747.0,,,,9094.875,,293.7,,,,,,28.138,,,2239.06,,,,,439.82,2039.88,35.759,,,,,,,3530.3125,,,,,,83.14,45.77,,72.906,959.125,,,17761.125,
1981-09-16,,,197.22,,,45560.0,,,,9041.625,,294.02,,,,,,27.709,,,2225.79,,,,,430.46,1997.18,35.641999999999996,,,,,,,3534.875,,,,,,78.82,45.32,,71.58,952.75,,,17668.125,
1981-09-17,,,197.79,,,45954.0,,,,9011.25,,293.7,,,,,,27.53,,,2181.06,,,,,434.89,2068.05,35.510999999999996,,,,,,,3603.75,,,,,,77.46,45.3,,68.42399999999999,950.625,,,17502.8125,
1981-09-18,,,195.32,,,45974.0,,,,8912.375,,289.81,,,,,,27.55,,,2223.33,,,,,433.02,2138.92,35.589,,,,,,,3635.875,,,,,,79.76,44.83,,65.268,938.9375,,,17554.5,
1981-09-21,,,192.96,,,45995.0,,,,8821.125,,289.72,,,,,,27.719,,,2304.91,,,,,443.22,2222.37,35.445,,,,,,,3580.8125,,,,,,82.13,44.73,,68.361,934.6875,,,17719.8125,
1981-09-22,,,193.14,,,45291.0,,,,8843.9375,,290.7,,,,,,27.28,,,2272.47,,,,,447.31,2149.55,35.524,,,,,,,3567.0,,,,,,82.85,44.66,,66.467,934.6875,,,17843.8125,
1981-09-23,,,192.29,,,44505.0,,,,8783.0625,,288.56,,,,,,26.711,,,2245.94,,,,,443.39,2128.64,35.184,,,,,,,3571.625,,,,,,87.75,44.19,,64.637,927.25,,,17719.8125,
1981-09-24,,,191.15,,,43512.0,,,,8805.875,,289.05,,,,,,27.011,,,2199.25,,,,,448.84,2202.17,34.935,,,,,,,3612.9375,,,,,,84.58,43.88,,61.481,925.875,,,17678.5,
1981-09-25,,,190.87,,,44940.0,,,,8729.875,,288.11,,,,,,26.412,,,2112.75,,,,,444.76,2329.21,34.176,,,,,,,3608.3125,,,,,,86.24,43.12,,58.325,914.5625,,,17533.8125,
1981-09-28,,,189.41,,,44691.0,,,,8684.25,,287.18,,,,,,26.261999999999997,,,2114.19,,,,,441.69,2285.27,34.202,,,,,,,3612.9375,,,,,,93.8,43.01,,57.315,910.3125,,,17595.8125,
1981-09-29,,,189.78,,,44981.0,,,,8775.5,,287.18,,,,,,26.572,,,2112.75,,,,,441.18,2250.19,34.608000000000004,,,,,,,3631.3125,,,,,,90.79,43.12,,58.577,914.5625,,,17678.5,
1981-09-30,,,191.87,,,45829.0,,,,8760.25,,289.36,,,,,,26.401999999999997,,,2119.93,,,,,442.88,2288.28,34.333,,,,,,,3612.9375,,,,,,91.56,43.05,,59.208,916.6875,,,17554.5,
1981-10-01,,,191.87,,,45354.0,,,,8714.625,,288.96,,,,,,26.331999999999997,,,2105.57,,,,,442.54,2305.12,34.123000000000005,,,,,,,3590.0,,,,,,92.12,42.98,,60.471000000000004,913.125,,,17461.5,
1981-10-02,,,193.14,,,45478.0,,,,8775.5,,290.56,,,,,,26.750999999999998,,,2141.46,,,,,444.07,2355.26,34.477,,,,,,,3617.5,,,,,,92.05,43.21,,61.291000000000004,918.8125,,,17616.5,
