,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1971-01-04,,,30.29,,,3468.0,,,,9366.9375,,153.54,,,,,,,,,,,,,,142.63,,28.553,,,,,,,3850.75,,,,,,114.02,49.7,,,556.1875,,,11838.125,
1971-01-05,,,30.66,,,3411.0,,,,9366.9375,,153.37,,,,,,,,,,,,,,145.54,,28.479,,,,,,,3826.25,,,,,,117.83,49.49,,,560.875,,,11891.0,
1971-01-06,,,30.48,,,3394.0,,,,9366.9375,,152.55,,,,,,,,,,,,,,139.9,,28.381,,,,,,,3764.9375,,,,,,120.37,49.27,,,559.25,,,11785.25,
1971-01-07,,,30.8,,,3485.0,,,,9299.5,,152.84,,,,,,,,,,,,,,142.04,,28.209,,,,,,,3771.3125,,,,,,116.81,49.03,,,558.8125,,,11750.0,
1971-01-08,,,31.81,,,3377.0,,,,9381.875,,153.08,,,,,,,,,,,,,,141.26,,28.307,,,,,,,3820.375,,,,,,114.78,49.3,,,565.5625,,,11873.375,
1971-01-11,,,32.07,,,3326.0,,,,9366.9375,,153.25,,,,,,,,,,,,,,132.31,,28.355999999999998,,,,,,,3844.875,,,,,,117.83,49.03,,,566.75,,,12040.5,
1971-01-12,,,31.99,,,3377.0,,,,9344.25,,153.31,,,,,,,,,,,,,,129.78,,28.75,,,,,,,3838.5,,,,,,119.1,49.24,,,569.3125,,,12005.25,
1971-01-13,,,32.31,,,3264.0,,,,9322.1875,,153.83,,,,,,,,,,,,,,131.73,,29.021,,,,,,,3801.6875,,,,,,125.95,49.0,,,570.4375,,,12005.25,
1971-01-14,,,32.1,,,3286.0,,,,9381.875,,154.24,,,,,,,,,,,,,,132.7,,29.439,,,,,,,3801.6875,,,,,,123.92,48.97,,,568.625,,,12049.6875,
1971-01-15,,,33.11,,,3247.0,,,,9404.0,,154.18,,,,,,,,,,,,,,131.54,,29.291999999999998,,,,,,,3863.0,,,,,,129.76,49.09,,,580.75,,,12163.9375,
1971-01-18,,,33.19,,,3213.0,,,,9352.0625,,154.64,,,,,,,,,,,,,,128.62,,29.881999999999998,,,,,,,3801.6875,,,,,,129.51,49.03,,,575.625,,,11987.625,
1971-01-19,,,33.22,,,3145.0,,,,9366.9375,,154.0,,,,,,,,,,,,,,132.7,,30.818,,,,,,,3820.375,,,,,,124.43,49.18,,,578.375,,,11987.625,
1971-01-20,,,33.83,,,3060.0,,,,9381.875,,154.99,,,,,,,,,,,,,,135.82,,30.522,,,,,,,3801.6875,,,,,,126.97,49.06,,,581.6875,,,12014.4375,
1971-01-21,,,33.01,,,3111.0,,,,9352.0625,,156.44,,,,,,,,,,,,,,147.49,,30.522,,,,,,,3795.8125,,,,,,130.78,48.42,,,575.8125,,,11952.375,
1971-01-22,,,33.06,,,3173.0,,,,9389.0625,,155.28,,,,,,,,,,,,,,152.16,,30.399,,,,,,,3857.125,,,,,,127.98,48.97,,,578.875,,,11987.625,
1971-01-25,,,33.01,,,3105.0,,,,9254.6875,,155.28,,,,,,,,,,,,,,163.84,,31.212,,,,,,,3795.8125,,,,,,127.73,48.97,,,578.375,,,11846.625,
1971-01-26,,,33.3,,,3128.0,,,,9262.5,,157.14,,,,,,,,,,,,,,174.54,,31.31,,,,,,,3764.9375,,,,,,128.74,48.84,,,579.3125,,,11732.375,
1971-01-27,,,32.85,,,3026.0,,,,9202.75,,155.75,,,,,,,,,,,,,,167.73,,31.138,,,,,,,3740.375,,,,,,133.32,48.23,,,574.1875,,,11635.0625,
1971-01-28,,,32.66,,,3043.0,,,,9143.0625,,154.76,,,,,,,,,,,,,,168.89,,31.458000000000002,,,,,,,3697.6875,,,,,,132.05,48.05,,,570.9375,,,11644.25,
1971-01-29,,,32.39,,,3099.0,,,,9187.8125,,154.82,,,,,,,,,,,,,,171.23,,31.95,,,,,,,3740.375,,,,,,135.09,48.05,,,573.9375,,,11740.8125,
1971-02-01,,,32.26,,,3133.0,,,,9143.0625,,155.46,,,,,,,,,,,,,,173.76,,32.959,,,,,,,3710.0,,,,,,130.27,47.93,,,573.0,,,11785.25,
1971-02-02,,,32.74,,,3111.0,,,,9209.9375,,154.53,,,,,,,,,,,,,,171.03,,32.959,,,,,,,3764.9375,,,,,,129.51,47.68,,,575.8125,,,11970.0,
1971-02-03,,,32.34,,,3133.0,,,,9165.125,,154.59,,,,,,,,,,,,,,171.23,,32.762,,,,,,,3777.1875,,,,,,126.21,47.93,,,575.625,,,11934.75,
1971-02-04,,,31.86,,,3150.0,,,,9195.0,,154.18,,,,,,,,,,,,,,172.79,,32.738,,,,,,,3771.3125,,,,,,125.7,47.62,,,573.0,,,11961.5625,
1971-02-05,,,31.49,,,3179.0,,,,9172.9375,,154.53,,,,,,,,,,,,,,173.76,,32.467,,,,,,,3783.5625,,,,,,121.63,47.68,,,571.875,,,12014.4375,
1971-02-08,,,30.8,,,3173.0,,,,9209.9375,,154.82,,,,,,,,,,,,,,185.43,,32.518,,,,,,,3783.5625,,,,,,125.7,47.62,,,566.75,,,12102.5625,
1971-02-09,,,31.09,,,3139.0,,,,9135.3125,,155.28,,,,,,,,,,,,,,176.29,,33.075,,,,,,,3752.625,,,,,,122.14,48.05,,,568.625,,,12032.0625,
1971-02-10,,,31.06,,,3106.0,,,,9143.0625,,154.99,,,,,,,,,,,,,,173.18,,33.201,,,,,,,3777.1875,,,,,,119.86,48.42,,,568.8125,,,11952.375,
1971-02-11,,,31.52,,,3050.0,,,,9120.375,,155.57,,,,,,,,,,,,,,162.08,,33.303000000000004,,,,,,,3826.25,,,,,,121.13,48.6,,,572.3125,,,11943.9375,
1971-02-12,,,31.46,,,3050.0,,,,9105.4375,,155.57,,,,,,,,,,,,,,162.08,,33.48,,,,,,,3912.0625,,,,,,121.13,48.84,,,573.75,,,11899.5,
1971-02-16,,,31.3,,,2927.0,,,,9023.625,,153.89,,,,,,,,,,,,,,170.84,,33.176,,,,,,,3850.75,,,,,,127.22,48.42,,,567.6875,,,11855.75,
1971-02-17,,,31.6,,,2950.0,,,,9008.6875,,153.42,,,,,,,,,,,,,,176.29,,32.796,,,,,,,3863.0,,,,,,124.94,47.93,,,569.75,,,11934.75,
1971-02-18,,,32.23,,,2894.0,,,,9038.5625,,153.83,,,,,,,,,,,,,,176.29,,32.492,,,,,,,3899.8125,,,,,,124.94,48.05,,,572.8125,,,11917.125,
1971-02-19,,,32.31,,,2894.0,,,,9060.6875,,156.44,,,,,,,,,,,,,,175.9,,32.518,,,,,,,3899.8125,,,,,,125.95,47.99,,,570.0,,,11917.125,
1971-02-22,,,31.83,,,2899.0,,,,9030.8125,,155.42,,,,,,,,,,,,,,173.95,,33.125,,,,,,,3875.3125,,,,,,123.16,48.11,,,568.375,,,11811.375,
1971-02-23,,,32.18,,,2849.0,,,,9000.9375,,155.71,,,,,,,,,,,,,,174.15,,32.771,,,,,,,3863.0,,,,,,122.9,47.93,,,569.3125,,,11811.375,
1971-02-24,,,32.02,,,2871.0,,,,8920.125,,154.68,,,,,,,,,,,,,,174.15,,32.062,,,,,,,3838.1875,,,,,,125.44,47.25,,,565.375,,,11666.0625,
1971-02-25,,,32.42,,,2844.0,,,,8927.6875,,155.25,,,,,,,,,,,,,,170.26,,31.809,,,,,,,3844.375,,,,,,123.16,47.31,,,569.5,,,11675.1875,
1971-02-26,,,32.21,,,2838.0,,,,8934.75,,156.39,,,,,,,,,,,,,,171.62,,31.758000000000003,,,,,,,3825.75,,,,,,122.9,47.56,,,567.4375,,,11765.9375,
1971-03-01,,,31.62,,,2844.0,,,,8920.125,,157.12,,,,,,,,,,,,,,172.98,,31.986,,,,,,,3800.9375,,,,,,124.94,47.56,,,564.6875,,,11811.375,
1971-03-02,,,31.72,,,2832.0,,,,9059.5625,,156.1,,,,,,,,,,,,,,173.96,,32.34,,,,,,,3838.1875,,,,,,124.69,47.93,,,565.8125,,,11902.125,
1971-03-03,,,31.59,,,2871.0,,,,9074.1875,,155.31,,,,,,,,,,,,,,174.74,,32.111999999999995,,,,,,,3850.625,,,,,,124.94,47.99,,,566.0625,,,11874.875,
1971-03-04,,,31.54,,,2911.0,,,,9051.9375,,155.42,,,,,,,,,,,,,,175.32,,32.163000000000004,,,,,,,3807.375,,,,,,126.47,47.83,,,567.0,,,11829.5,
1971-03-05,,,31.72,,,2927.0,,,,9044.875,,157.01,,,,,,,,,,,,,,173.18,,32.163000000000004,,,,,,,3800.9375,,,,,,129.27,47.93,,,567.0,,,11884.0,
1971-03-08,,,31.7,,,2911.0,,,,9037.25,,157.8,,,,,,,,,,,,,,175.71,,32.036,,,,,,,3788.5,,,,,,129.52,47.8,,,565.625,,,11865.8125,
1971-03-09,,,31.88,,,2922.0,,,,9000.9375,,156.9,,,,,,,,,,,,,,177.47,,32.138000000000005,,,,,,,3751.25,,,,,,130.28,48.05,,,566.75,,,11838.5625,
1971-03-10,,,32.39,,,2950.0,,,,9015.625,,155.42,,,,,,,,,,,,,,174.15,,32.111999999999995,,,,,,,3738.8125,,,,,,132.83,48.35,,,570.0,,,11829.5,
1971-03-11,,,32.04,,,2983.0,,,,8986.3125,,154.97,,,,,,,,,,,,,,182.34,,32.138000000000005,,,,,,,3713.9375,,,,,,128.76,48.11,,,567.4375,,,11811.375,
1971-03-12,,,32.15,,,3072.0,,,,8949.375,,154.97,,,,,,,,,,,,,,182.73,,32.111999999999995,,,,,,,3689.125,,,,,,121.63,48.11,,,567.4375,,,11793.1875,
1971-03-15,,,32.47,,,3150.0,,,,8971.6875,,152.25,,,,,,,,,,,,,,182.15,,32.771,,,,,,,3701.5625,,,,,,117.56,48.14,,,567.6875,,,11747.8125,
1971-03-16,,,32.31,,,3028.0,,,,8993.3125,,152.59,,,,,,,,,,,,,,188.39,,32.695,,,,,,,3695.5625,,,,,,119.6,48.14,,,566.5,,,11684.25,
1971-03-17,,,31.83,,,2905.0,,,,8825.1875,,153.27,,,,,,,,,,,,,,186.25,,32.492,,,,,,,3645.875,,,,,,118.32,47.86,,,555.9375,,,11493.5625,
1971-03-18,,,32.02,,,2905.0,,,,8781.25,,153.15,,,,,,,,,,,,,,180.78,,32.771,,,,,,,3627.0,,,,,,117.56,47.8,,,559.375,,,11575.3125,
1971-03-19,,,31.88,,,2922.0,,,,8744.3125,,153.27,,,,,,,,,,,,,,180.78,,32.821999999999996,,,,,,,3614.625,,,,,,114.51,47.47,,,557.3125,,,11575.3125,
1971-03-22,,,31.59,,,2933.0,,,,8693.375,,154.06,,,,,,,,,,,,,,179.22,,33.075,,,,,,,3583.8125,,,,,,113.74,47.68,,,557.0625,,,11584.375,
1971-03-23,,,31.8,,,2938.0,,,,8664.0625,,153.72,,,,,,,,,,,,,,178.05,,33.277,,,,,,,3577.3125,,,,,,117.05,47.8,,,559.375,,,11630.125,
1971-03-24,,,32.13,,,2894.0,,,,8737.3125,,153.15,,,,,,,,,,,,,,181.37,,33.404,,,,,,,3627.0,,,,,,117.05,47.93,,,560.75,,,11566.25,
1971-03-25,,,32.1,,,2849.0,,,,8693.375,,153.72,,,,,,,,,,,,,,185.27,,33.379,,,,,,,3602.1875,,,,,,119.34,47.8,,,561.1875,,,11557.5,
1971-03-26,,,32.02,,,2877.0,,,,8693.375,,154.0,,,,,,,,,,,,,,187.03,,33.1,,,,,,,3602.1875,,,,,,119.85,47.8,,,561.4375,,,11484.875,
1971-03-29,,,32.15,,,2911.0,,,,8664.0625,,153.89,,,,,,,,,,,,,,192.1,,33.404,,,,,,,3602.1875,,,,,,121.89,47.62,,,559.625,,,11493.5625,
1971-03-30,,,31.32,,,2994.0,,,,8576.1875,,152.87,,,,,,,,,,,,,,203.21,,33.251999999999995,,,,,,,3552.5,,,,,,119.09,47.38,,,552.4375,,,11448.5625,
1971-03-31,,,31.43,,,2944.0,,,,8561.5625,,153.49,,,,,,,,,,,,,,204.38,,33.303000000000004,,,,,,,3477.9375,,,,,,119.85,47.38,,,554.0625,,,11484.875,
1971-04-01,,,30.46,,,2894.0,,,,8568.5625,,155.02,,,,,,,,,,,,,,204.77,,33.835,,,,,,,3502.8125,,,,,,121.12,47.31,,,546.9375,,,11657.0,
1971-04-02,,,30.57,,,2966.0,,,,8620.125,,155.42,,,,,,,,,,,,,,205.75,,34.062,,,,,,,3546.5,,,,,,119.6,47.56,,,547.875,,,11720.9375,
1971-04-05,,,29.66,,,3016.0,,,,8561.5625,,155.88,,,,,,,,,,,,,,206.72,,34.35,,,,,,,3521.6875,,,,,,118.58,47.13,,,540.5,,,11612.0,
1971-04-06,,,29.9,,,3139.0,,,,8590.8125,,154.85,,,,,,,,,,,,,,202.63,,34.062,,,,,,,3515.25,,,,,,120.11,47.13,,,540.9375,,,11720.9375,
1971-04-07,,,29.36,,,3117.0,,,,8568.5625,,154.85,,,,,,,,,,,,,,202.82,,34.115,,,,,,,3509.25,,,,,,121.12,46.83,,,538.625,,,11630.125,
1971-04-08,,,29.04,,,3039.0,,,,8605.5,,154.63,,,,,,,,,,,,,,204.77,,34.324,,,,,,,3534.125,,,,,,123.67,46.64,,,534.25,,,11784.125,
1971-04-12,,,29.12,,,3033.0,,,,8744.3125,,156.44,,,,,,,,,,,,,,194.24,,34.715,,,,,,,3521.6875,,,,,,122.9,46.46,,,534.25,,,12056.4375,
1971-04-13,,,29.36,,,3033.0,,,,8700.375,,157.41,,,,,,,,,,,,,,198.14,,34.689,,,,,,,3521.6875,,,,,,117.31,46.58,,,538.1875,,,12020.125,
1971-04-14,,,29.2,,,3055.0,,,,8766.625,,155.76,,,,,,,,,,,,,,201.65,,34.585,,,,,,,3540.0625,,,,,,117.31,46.64,,,537.9375,,,11983.8125,
1971-04-15,,,29.6,,,3078.0,,,,8744.3125,,154.97,,,,,,,,,,,,,,199.7,,34.297,,,,,,,3602.1875,,,,,,118.32,46.83,,,540.25,,,11947.5,
1971-04-16,,,29.15,,,3072.0,,,,8612.5,,154.06,,,,,,,,,,,,,,198.92,,34.35,,,,,,,3558.9375,,,,,,120.11,46.83,,,538.1875,,,11702.75,
1971-04-19,,,29.18,,,3084.0,,,,8605.5,,155.19,,,,,,,,,,,,,,200.09,,33.801,,,,,,,3583.8125,,,,,,119.85,46.7,,,538.625,,,11648.3125,
1971-04-20,,,29.69,,,3084.0,,,,8590.8125,,154.57,,,,,,,,,,,,,,202.24,,33.671,,,,,,,3552.5,,,,,,119.34,46.83,,,540.6875,,,11666.4375,
1971-04-21,,,29.39,,,3078.0,,,,8583.1875,,154.46,,,,,,,,,,,,,,203.41,,33.88,,,,,,,3571.375,,,,,,117.82,46.95,,,541.375,,,11693.3125,
1971-04-22,,,29.36,,,3061.0,,,,8583.1875,,155.88,,,,,,,,,,,,,,209.06,,34.089,,,,,,,3577.3125,,,,,,117.31,47.56,,,541.625,,,11765.9375,
1971-04-23,,,28.77,,,3015.0,,,,8407.4375,,156.44,,,,,,,,,,,,,,206.33,,33.801,,,,,,,3502.8125,,,,,,117.31,47.25,,,534.6875,,,11584.375,
1971-04-26,,,28.51,,,2963.0,,,,8275.625,,158.72,,,,,,,,,,,,,,208.28,,33.488,,,,,,,3403.4375,,,,,,116.03,46.83,,,530.5625,,,11466.6875,
1971-04-27,,,28.67,,,2963.0,,,,8327.1875,,157.11,,,,,,,,,,,,,,208.09,,33.671,,,,,,,3440.6875,,,,,,115.27,46.95,,,531.6875,,,11475.4375,
1971-04-28,,,28.42,,,3009.0,,,,8283.625,,157.22,,,,,,,,,,,,,,207.7,,33.775,,,,,,,3408.3125,,,,,,115.02,47.22,,,532.375,,,11494.375,
1971-04-29,,,28.75,,,2952.0,,,,8312.6875,,158.78,,,,,,,,,,,,,,202.82,,33.801,,,,,,,3402.125,,,,,,115.02,47.84,,,535.8125,,,11551.3125,
1971-04-30,,,29.15,,,2957.0,,,,8392.25,,158.94,,,,,,,,,,,,,,201.26,,33.749,,,,,,,3440.6875,,,,,,110.69,47.67,,,540.125,,,11513.375,
1971-05-03,,,29.1,,,2883.0,,,,8385.25,,158.28,,,,,,,,,,,,,,203.79,,34.141,,,,,,,3421.125,,,,,,109.21,47.99,,,539.0,,,11418.5,
1971-05-04,,,29.26,,,2837.0,,,,8298.125,,159.33,,,,,,,,,,,,,,207.48,,34.219,,,,,,,3402.125,,,,,,106.75,48.02,,,539.9375,,,11380.625,
1971-05-05,,,30.02,,,2871.0,,,,8341.6875,,159.17,,,,,,,,,,,,,,205.92,,33.906,,,,,,,3446.875,,,,,,107.98,47.93,,,547.6875,,,11428.0,
1971-05-06,,,30.05,,,2854.0,,,,8348.6875,,157.55,,,,,,,,,,,,,,204.56,,34.062,,,,,,,3466.4375,,,,,,107.98,47.7,,,547.875,,,11494.375,
1971-05-07,,,29.72,,,2820.0,,,,8348.6875,,158.72,,,,,,,,,,,,,,204.95,,34.271,,,,,,,3453.5625,,,,,,107.98,47.46,,,544.0625,,,11484.9375,
1971-05-10,,,29.83,,,2843.0,,,,8312.6875,,159.33,,,,,,,,,,,,,,206.51,,34.245,,,,,,,3434.0,,,,,,107.49,47.55,,,544.6875,,,11390.0625,
1971-05-11,,,30.05,,,2825.0,,,,8312.6875,,161.67,,,,,,,,,,,,,,218.16,,34.167,,,,,,,3434.0,,,,,,108.72,47.72,,,547.25,,,11380.625,
1971-05-12,,,30.32,,,2791.0,,,,8370.75,,162.56,,,,,,,,,,,,,,217.19,,34.115,,,,,,,3505.0,,,,,,111.18,47.49,,,547.875,,,11494.375,
1971-05-13,,,29.99,,,2843.0,,,,8356.25,,162.33,,,,,,,,,,,,,,221.08,,34.167,,,,,,,3472.625,,,,,,111.18,47.22,,,544.0625,,,11447.0,
1971-05-14,,,30.05,,,2774.0,,,,8421.25,,162.06,,,,,,,,,,,,,,227.1,,34.271,,,,,,,3479.3125,,,,,,109.95,47.52,,,545.375,,,11361.625,
1971-05-17,,,30.05,,,2768.0,,,,8457.875,,165.17,,,,,,,,,,,,,,225.74,,34.193000000000005,,,,,,,3446.875,,,,,,107.98,47.52,,,546.3125,,,11371.125,
1971-05-18,,,29.34,,,2768.0,,,,8377.6875,,170.06,,,,,,,,,,,,,,236.62,,34.089,,,,,,,3440.6875,,,,,,109.21,47.64,,,544.0625,,,11304.75,
1971-05-19,,,29.61,,,2762.0,,,,8385.25,,170.06,,,,,,,,,,,,,,244.0,,34.193000000000005,,,,,,,3434.0,,,,,,110.2,48.02,,,547.25,,,11342.6875,
1971-05-20,,,30.32,,,2802.0,,,,8406.75,,169.23,,,,,,,,,,,,,,248.27,,34.35,,,,,,,3453.5625,,,,,,109.21,48.62,,,556.375,,,11342.6875,
1971-05-21,,,31.08,,,2802.0,,,,8493.875,,168.84,,,,,,,,,,,,,,248.47,,34.689,,,,,,,3549.75,,,,,,108.47,48.8,,,560.9375,,,11390.4375,
1971-05-24,,,31.1,,,2774.0,,,,8464.8125,,172.45,,,,,,,,,,,,,,244.78,,34.715,,,,,,,3562.625,,,,,,108.23,48.56,,,560.0,,,11361.625,
1971-05-25,,,31.54,,,2756.0,,,,8581.0,,171.73,,,,,,,,,,,,,,243.81,,34.766999999999996,,,,,,,3665.5,,,,,,106.99,49.04,,,567.5,,,11580.125,
1971-05-26,,,31.1,,,2808.0,,,,8595.5,,167.84,,,,,,,,,,,,,,244.0,,34.663000000000004,,,,,,,3672.1875,,,,,,106.75,48.86,,,565.5,,,11693.9375,
1971-05-27,,,31.62,,,2802.0,,,,8646.625,,160.61,,,,,,,,,,,,,,243.81,,34.689,,,,,,,3697.9375,,,,,,106.25,48.92,,,569.125,,,11959.5,
1971-05-28,,,31.51,,,2797.0,,,,8704.6875,,162.56,,,,,,,,,,,,,,244.78,,34.715,,,,,,,3697.9375,,,,,,105.27,49.58,,,567.75,,,11949.625,
1971-06-01,,,31.26,,,2779.0,,,,8704.6875,,152.27,,,,,,,,,,,,,,249.63,,34.793,,,,,,,3704.125,,,,,,102.55,50.05,,,570.9375,,,11902.5625,
1971-06-02,,,30.89,,,2802.0,,,,8639.0625,,149.22,,,,,,,,,,,,,,249.63,,34.506,,,,,,,3639.8125,,,,,,102.31,49.64,,,564.5625,,,11769.8125,
1971-06-03,,,31.24,,,2785.0,,,,8762.75,,150.11,,,,,,,,,,,,,,252.55,,34.454,,,,,,,3704.125,,,,,,103.05,49.4,,,567.3125,,,11997.4375,
1971-06-04,,,31.72,,,2802.0,,,,8769.75,,152.0,,,,,,,,,,,,,,249.63,,34.48,,,,,,,3742.6875,,,,,,102.8,49.4,,,570.0625,,,12016.375,
1971-06-07,,,32.37,,,2871.0,,,,8726.1875,,150.89,,,,,,,,,,,,,,243.61,,34.288000000000004,,,,,,,3710.8125,,,,,,101.32,49.22,,,574.625,,,11835.8125,
1971-06-08,,,32.78,,,2877.0,,,,8755.1875,,152.22,,,,,,,,,,,,,,245.36,,34.123000000000005,,,,,,,3736.5,,,,,,102.31,50.23,,,581.0,,,11892.75,
1971-06-09,,,32.73,,,2911.0,,,,8973.0,,156.72,,,,,,,,,,,,,,245.36,,33.93,,,,,,,3845.5625,,,,,,102.06,49.94,,,579.1875,,,12063.4375,
1971-06-10,,,32.48,,,2980.0,,,,9248.875,,155.89,,,,,,,,,,,,,,247.5,,34.04,,,,,,,3961.3125,,,,,,100.58,50.17,,,578.75,,,12575.5625,
1971-06-11,,,32.43,,,2934.0,,,,9248.875,,155.55,,,,,,,,,,,,,,237.78,,34.178000000000004,,,,,,,4012.75,,,,,,98.86,50.05,,,577.375,,,12604.375,
1971-06-14,,,33.24,,,2934.0,,,,9169.3125,,152.55,,,,,,,,,,,,,,228.46,,33.875,,,,,,,4006.625,,,,,,100.09,49.76,,,580.0625,,,12414.6875,
1971-06-15,,,33.7,,,3013.0,,,,9125.75,,151.61,,,,,,,,,,,,,,233.7,,33.82,,,,,,,3955.1875,,,,,,101.32,49.64,,,583.3125,,,12281.9375,
1971-06-16,,,35.38,,,2980.0,,,,9314.5,,153.66,,,,,,,,,,,,,,238.56,,34.04,,,,,,,4032.3125,,,,,,102.06,50.17,,,593.3125,,,12575.5625,
1971-06-17,,,35.76,,,3002.0,,,,9219.8125,,156.17,,,,,,,,,,,,,,248.47,,34.288000000000004,,,,,,,3987.0625,,,,,,103.54,50.17,,,593.3125,,,12499.6875,
1971-06-18,,,36.95,,,3036.0,,,,9219.8125,,158.55,,,,,,,,,,,,,,246.72,,34.04,,,,,,,3999.9375,,,,,,104.53,49.76,,,595.375,,,12310.0,
1971-06-21,,,36.19,,,3081.0,,,,8973.0,,156.05,,,,,,,,,,,,,,250.61,,33.985,,,,,,,3858.4375,,,,,,103.05,49.58,,,590.125,,,12149.1875,
1971-06-22,,,37.33,,,3070.0,,,,9111.25,,156.11,,,,,,,,,,,,,,250.99,,33.93,,,,,,,3916.5625,,,,,,105.51,49.82,,,597.0,,,12300.875,
1971-06-23,,,36.33,,,2996.0,,,,9045.625,,157.54,,,,,,,,,,,,,,248.27,,33.6,,,,,,,3832.6875,,,,,,106.75,49.99,,,591.9375,,,12225.0625,
1971-06-24,,,35.57,,,3019.0,,,,9045.625,,156.05,,,,,,,,,,,,,,246.14,,33.628,,,,,,,3807.0,,,,,,105.27,49.99,,,589.0,,,11997.4375,
1971-06-25,,,35.87,,,3030.0,,,,9132.75,,151.7,,,,,,,,,,,,,,248.47,,33.518,,,,,,,3832.6875,,,,,,106.01,50.41,,,589.1875,,,12082.375,
1971-06-28,,,36.25,,,3121.0,,,,8949.625,,153.03,,,,,,,,,,,,,,250.02,,33.655,,,,,,,3767.5625,,,,,,106.01,50.86,,,591.75,,,11941.5625,
1971-06-29,,,36.31,,,3087.0,,,,8920.375,,153.24,,,,,,,,,,,,,,253.51,,33.683,,,,,,,3780.5625,,,,,,105.28,50.71,,,591.9375,,,11810.125,
1971-06-30,,,35.89,,,3109.0,,,,8788.75,,150.16,,,,,,,,,,,,,,251.57,,33.765,,,,,,,3722.1875,,,,,,102.6,50.86,,,589.0,,,11753.8125,
1971-07-01,,,36.72,,,3166.0,,,,8861.875,,147.91,,,,,,,,,,,,,,244.21,,33.82,,,,,,,3774.3125,,,,,,103.09,51.46,,,593.5625,,,11857.4375,
1971-07-02,,,36.84,,,3194.0,,,,8847.25,,147.8,,,,,,,,,,,,,,246.15,,33.93,,,,,,,3754.5,,,,,,103.09,51.72,,,600.8125,,,11847.6875,
1971-07-06,,,36.64,,,3233.0,,,,8598.6875,,146.78,,,,,,,,,,,,,,243.82,,33.765,,,,,,,3598.0625,,,,,,105.28,51.93,,,597.625,,,11659.9375,
1971-07-07,,,37.14,,,3171.0,,,,8554.8125,,147.44,,,,,,,,,,,,,,245.37,,33.958,,,,,,,3578.75,,,,,,104.06,52.2,,,604.0,,,11575.8125,
1971-07-08,,,36.67,,,3115.0,,,,8606.25,,157.69,,,,,,,,,,,,,,235.29,,33.958,,,,,,,3591.8125,,,,,,103.33,51.81,,,601.5,,,11509.75,
1971-07-09,,,36.61,,,3070.0,,,,8452.4375,,162.46,,,,,,,,,,,,,,239.17,,34.288000000000004,,,,,,,3598.0625,,,,,,102.36,51.57,,,599.4375,,,11519.5,
1971-07-12,,,39.35,,,3171.0,,,,8350.0625,,161.79,,,,,,,,,,,,,,242.27,,34.535,,,,,,,3519.8125,,,,,,100.9,52.62,,,617.875,,,11312.9375,
1971-07-13,,,38.66,,,3132.0,,,,8445.4375,,161.18,,,,,,,,,,,,,,235.68,,34.37,,,,,,,3565.75,,,,,,101.39,51.99,,,616.75,,,11415.875,
1971-07-14,,,39.49,,,3081.0,,,,8642.5625,,164.51,,,,,,,,,,,,,,232.58,,34.645,,,,,,,3591.8125,,,,,,101.39,51.48,,,621.25,,,11632.125,
1971-07-15,,,40.07,,,3098.0,,,,8496.3125,,162.46,,,,,,,,,,,,,,230.64,,34.7,,,,,,,3558.9375,,,,,,102.6,51.66,,,624.1875,,,11575.8125,
1971-07-16,,,41.12,,,3098.0,,,,8562.375,,163.18,,,,,,,,,,,,,,233.94,,35.003,,,,,,,3630.9375,,,,,,101.63,52.23,,,634.0,,,11716.25,
1971-07-19,,,40.88,,,3177.0,,,,8525.5625,,159.9,,,,,,,,,,,,,,222.31,,35.745,,,,,,,3611.125,,,,,,101.14,52.26,,,633.5625,,,11641.1875,
1971-07-20,,,40.1,,,3188.0,,,,8416.1875,,156.46,,,,,,,,,,,,,,222.89,,35.8,,,,,,,3545.9375,,,,,,100.66,52.26,,,623.0625,,,11463.1875,
1971-07-21,,,40.18,,,3177.0,,,,8233.0625,,156.62,,,,,,,,,,,,,,225.8,,36.075,,,,,,,3493.75,,,,,,103.57,52.23,,,626.9375,,,11481.9375,
1971-07-22,,,41.73,,,3177.0,,,,8203.8125,,160.92,,,,,,,,,,,,,,223.47,,36.102,,,,,,,3493.75,,,,,,103.09,52.82,,,631.25,,,11453.375,
1971-07-23,,,40.54,,,3177.0,,,,8145.3125,,156.67,,,,,,,,,,,,,,222.89,,36.266999999999996,,,,,,,3474.5,,,,,,101.63,52.35,,,618.5625,,,11340.75,
1971-07-26,,,40.13,,,3222.0,,,,8167.5625,,153.8,,,,,,,,,,,,,,226.18,,36.321999999999996,,,,,,,3467.6875,,,,,,102.36,52.05,,,610.5625,,,11378.3125,
1971-07-27,,,40.76,,,3273.0,,,,7955.25,,156.21,,,,,,,,,,,,,,232.19,,36.13,,,,,,,3415.5625,,,,,,103.57,51.93,,,610.8125,,,11134.1875,
1971-07-28,,,40.18,,,3239.0,,,,7823.625,,157.23,,,,,,,,,,,,,,230.64,,36.102,,,,,,,3370.1875,,,,,,106.74,51.27,,,605.5625,,,11012.5625,
1971-07-29,,,40.04,,,3256.0,,,,7787.375,,157.44,,,,,,,,,,,,,,225.99,,36.405,,,,,,,3370.1875,,,,,,106.01,50.67,,,602.125,,,11059.125,
